Entity,Year,Combustibles fósiles (TWh),Nuclear (TWh),Geotérmica/Biomasa (TWh),Solar (TWh),Eólica (TWh),Hidroeléctrica (TWh)
Australia,2010,230.893,0.0,2.44155,0.97764826,4.985,13.746
Australia,2011,227.433,0.0,2.57395,2.0445466,6.432,19.572
Australia,2012,224.509,0.0,3.09785,2.412,7.725,17.036
Australia,2013,216.511,0.0,3.33165,3.8474,9.259,19.089
Australia,2014,211.256,0.0,3.546362,4.952,9.777,14.484
Australia,2015,217.871,0.0,3.678062,6.195524,11.833002,14.086569
Australia,2016,219.115,0.0,3.627513,7.4397755,13.039705,17.629421
Australia,2017,217.564,0.0,3.561684,8.917557,13.210791,13.499718
Australia,2018,216.366,0.0,3.588149,12.332544,16.261955,17.31133
Australia,2019,212.002,0.0,3.4677262,18.296988,19.471687,14.020776
Australia,2020,205.24785500000002,0.0,3.4104242,23.84266,22.606892,14.420926
Australia,2021,194.756258,0.0,3.344045,31.193806,26.795876,15.996179
Australia,2022,187.536019,0.0,0.0,0.0,0.0,0.0
Austria,1965,0.0,0.0,0.0,0.0,0.0,16.083
Austria,1966,0.0,0.0,0.0,0.0,0.0,17.331
Austria,1967,0.0,0.0,0.0,0.0,0.0,17.698
Austria,1968,0.0,0.0,0.0,0.0,0.0,18.185
Austria,1969,0.0,0.0,0.0,0.0,0.0,16.718
Austria,1970,0.0,0.0,0.0,0.0,0.0,21.2897
Austria,1971,11.752,0.0,0.0,0.0,0.0,16.8201
Austria,1972,11.939,0.0,0.0,0.0,0.0,17.2876
Austria,1973,11.964,0.0,0.0,0.0,0.0,19.2092
Austria,1974,11.005,0.0,0.0,0.0,0.0,22.7122
Austria,1975,11.242,0.0,0.0,0.0,0.0,23.7952
Austria,1976,14.561,0.0,0.0,0.0,0.0,20.5656
Austria,1977,12.54,0.0,0.0,0.0,0.0,24.9208
Austria,1978,12.875,0.0,0.0,0.0,0.0,24.9408
Austria,1979,12.267,0.0,0.0,0.0,0.0,28.0968
Austria,1980,12.551,0.0,0.0,0.0,0.0,29.1099
Austria,1981,10.889,0.0,0.0,0.0,0.0,30.8473
Austria,1982,10.848,0.0,0.0,0.0,0.0,30.8963
Austria,1983,10.767,0.0,0.0,0.0,0.0,30.6063
Austria,1984,11.965,0.0,0.0,0.0,0.0,26.849564
Austria,1985,11.839,0.0,0.943327,0.0,0.0,30.775146
Austria,1986,11.544,0.0,1.287501,0.0,0.0,30.903927
Austria,1987,12.712,0.0,0.905816,0.0,0.0,35.387993
Austria,1988,11.244,0.0,1.04696,0.0,0.0,35.30409
Austria,1989,12.727,0.0,1.10445,0.0,0.0,35.08243
Austria,1990,16.607,0.0,1.142485,0.0,0.0,31.509
Austria,1991,17.483,0.0,1.225832,0.0,0.0,31.4434
Austria,1992,13.718,0.0,1.329164,0.0,0.0,34.8484
Austria,1993,13.261,0.0,1.361111,0.001,0.0,36.705555
Austria,1994,15.156,0.0,1.210555,0.001,0.0,35.7075
Austria,1995,16.202,0.0,1.857221,0.001,0.001,37.067223
Austria,1996,17.549,0.0,1.589444,0.001,0.005,34.21611
Austria,1997,17.714,0.0,1.711389,0.002,0.02,36.105278
Austria,1998,16.784,0.0,1.842777,0.002,0.045,37.163334
Austria,1999,17.402,0.0,1.5969118,0.002,0.051,40.69912
Austria,2000,16.292,0.0,1.5282793,0.003,0.067,41.83565
Austria,2001,18.597,0.0,1.667812,0.005,0.172,40.455482
Austria,2002,18.57,0.0,1.520444,0.009,0.203,40.227
Austria,2003,22.537,0.0,1.711921,0.015,0.366,33.214993
Austria,2004,21.882,0.0,2.05973,0.018,0.924,36.762283
Austria,2005,23.157554,0.0,2.4401429,0.021018375,1.3312768,37.09514
Austria,2006,21.062482,0.0,3.2547655,0.022386875,1.752793,35.656086
Austria,2007,19.1636,0.0,4.0791254,0.024238374,2.037185,37.05445
Austria,2008,19.37772,0.0,4.177986,0.03011991,2.0112574,38.32949
Austria,2009,18.512649,0.0,4.2947526,0.04891428,1.9540402,40.896305
Austria,2010,22.32846,0.0,4.500126,0.08881314,2.0639138,38.36342
Austria,2011,20.786993,0.0,4.572212,0.17406996,1.9362364,34.23717
Austria,2012,16.682115000000003,0.0,4.691266,0.33748305,2.462029,43.8477
Austria,2013,13.470778000000001,0.0,4.7102733,0.625974,3.1532316,42.01672
Austria,2014,10.854586,0.0,4.5615125,0.785246,3.845768,41.007236
Austria,2015,13.587401,0.0,4.66263,0.937098,4.840343,37.156864
Austria,2016,13.457412,0.0,4.7955213,1.096016,5.2348385,39.971336
Austria,2017,15.680532,0.0,4.933439,1.268971,6.5715113,38.29375
Austria,2018,14.253554,0.0,4.9433427,1.455132,6.0304294,37.63791
Austria,2019,15.421732,0.0,4.6682663,1.702093,7.4500766,40.82597
Austria,2020,13.036731,0.0,4.6011376,2.042934,6.7915306,41.99803
Austria,2021,13.48465,0.0,4.3925185,2.1249056,6.751889,42.851505
Austria,2022,13.509323,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1985,0.0,0.0,0.0,0.0,0.0,1.3125618
Azerbaijan,1986,0.0,0.0,0.0,0.0,0.0,0.8043308
Azerbaijan,1987,0.0,0.0,0.0,0.0,0.0,0.8043308
Azerbaijan,1988,0.0,0.0,0.0,0.0,0.0,0.6982652
Azerbaijan,1989,0.0,0.0,0.0,0.0,0.0,0.6982652
Azerbaijan,1990,0.0,0.0,0.0,0.0,0.0,1.658
Azerbaijan,1991,0.0,0.0,0.0,0.0,0.0,1.7593
Azerbaijan,1992,0.0,0.0,0.0,0.0,0.0,1.7473
Azerbaijan,1993,0.0,0.0,0.0,0.0,0.0,2.426
Azerbaijan,1994,0.0,0.0,0.0,0.0,0.0,1.83
Azerbaijan,1995,0.0,0.0,0.0,0.0,0.0,1.556
Azerbaijan,1996,0.0,0.0,0.0,0.0,0.0,1.537
Azerbaijan,1997,0.0,0.0,0.0,0.0,0.0,1.712
Azerbaijan,1998,0.0,0.0,0.0,0.0,0.0,1.951
Azerbaijan,1999,0.0,0.0,0.0,0.0,0.0,1.506
Azerbaijan,2000,0.0,0.0,0.0,0.0,0.0,1.534
Azerbaijan,2001,0.0,0.0,0.0,0.0,0.0,1.301
Azerbaijan,2002,0.0,0.0,0.0,0.0,0.0,2.02
Azerbaijan,2003,0.0,0.0,0.0,0.0,0.0,2.47
Azerbaijan,2004,0.0,0.0,0.0,0.0,0.0,2.755
Azerbaijan,2005,0.0,0.0,0.0,0.0,0.0,3.0094
Azerbaijan,2006,0.0,0.0,0.0,0.0,0.0,2.518
Azerbaijan,2007,0.0,0.0,0.0,0.0,0.0,2.364
Azerbaijan,2008,0.0,0.0,0.0,0.0,0.0,2.232
Azerbaijan,2009,0.0,0.0,0.0,0.0,0.0021,2.3084
Azerbaijan,2010,0.0,0.0,0.0,0.0,0.0005,3.4463
Azerbaijan,2011,0.0,0.0,0.0,0.0,0.0,2.6758
Azerbaijan,2012,0.0,0.0,0.0,0.0,0.0,1.821
Azerbaijan,2013,0.0,0.0,0.067,0.0008,0.0008,1.4891
Azerbaijan,2014,0.0,0.0,0.087,0.0029,0.0023,1.2997
Azerbaijan,2015,0.0,0.0,0.0909,0.0046,0.0046,1.6375
Azerbaijan,2016,0.0,0.0,0.08725,0.0353,0.0228,1.9593
Azerbaijan,2017,0.0,0.0,0.08515,0.0372,0.0221,1.7464
Azerbaijan,2018,0.0,0.0,0.0811,0.03926,0.0827,1.768
Azerbaijan,2019,0.0,0.0,0.09795,0.0442,0.1054,1.5648
Azerbaijan,2020,0.0,0.0,0.1003,0.047,0.0961,1.0695
Azerbaijan,2021,0.0,0.0,0.0966,0.0552,0.0914,1.2773
Bangladesh,1971,0.0,0.0,0.0,0.0,0.0,0.175
Bangladesh,1972,0.0,0.0,0.0,0.0,0.0,0.175
Bangladesh,1973,0.0,0.0,0.0,0.0,0.0,0.331
Bangladesh,1974,0.0,0.0,0.0,0.0,0.0,0.243
Bangladesh,1975,0.0,0.0,0.0,0.0,0.0,0.436
Bangladesh,1976,0.0,0.0,0.0,0.0,0.0,0.494
Bangladesh,1977,0.0,0.0,0.0,0.0,0.0,0.437
Bangladesh,1978,0.0,0.0,0.0,0.0,0.0,0.506
Bangladesh,1979,0.0,0.0,0.0,0.0,0.0,0.587
Bangladesh,1980,0.0,0.0,0.0,0.0,0.0,0.583
Bangladesh,1981,0.0,0.0,0.0,0.0,0.0,0.625
Bangladesh,1982,0.0,0.0,0.0,0.0,0.0,0.523
Bangladesh,1983,0.0,0.0,0.0,0.0,0.0,0.662
Bangladesh,1984,0.0,0.0,0.0,0.0,0.0,0.897
Bangladesh,1985,0.0,0.0,0.0,0.0,0.0,0.739
Bangladesh,1986,0.0,0.0,0.0,0.0,0.0,0.45
Bangladesh,1987,0.0,0.0,0.0,0.0,0.0,0.517
Bangladesh,1988,0.0,0.0,0.0,0.0,0.0,0.675
Bangladesh,1989,0.0,0.0,0.0,0.0,0.0,0.92
Bangladesh,1990,0.0,0.0,0.0,0.0,0.0,0.884
Bangladesh,1991,0.0,0.0,0.0,0.0,0.0,0.838
Bangladesh,1992,0.0,0.0,0.0,0.0,0.0,0.796
Bangladesh,1993,0.0,0.0,0.0,0.0,0.0,0.608
Bangladesh,1994,0.0,0.0,0.0,0.0,0.0,0.847
Bangladesh,1995,0.0,0.0,0.0,0.0,0.0,0.372
Bangladesh,1996,0.0,0.0,0.0,0.0,0.0,0.739
Bangladesh,1997,0.0,0.0,0.0,0.0,0.0,0.719
Bangladesh,1998,0.0,0.0,0.0,0.0,0.0,0.865
Bangladesh,1999,0.0,0.0,0.0,0.0,0.0,0.833
Bangladesh,2000,0.0,0.0,0.0,0.0,0.0,0.749
Bangladesh,2001,0.0,0.0,0.0,0.0,0.0,0.993
Bangladesh,2002,0.0,0.0,0.0,0.0001,0.0,0.749
Bangladesh,2003,0.0,0.0,0.0,0.0009,0.0,0.749
Bangladesh,2004,0.0,0.0,0.0,0.0019,0.0,0.749
Bangladesh,2005,0.0,0.0,0.0,0.0034,0.0,0.749
Bangladesh,2006,0.0,0.0,0.0,0.0054,0.0016,0.749
Bangladesh,2007,0.0,0.0,0.0,0.009,0.0016,0.749
Bangladesh,2008,0.0,0.0,0.0,0.0152,0.0029,0.95
Bangladesh,2009,0.0,0.0,0.001,0.0251,0.0051,0.417
Bangladesh,2010,0.0,0.0,0.002,0.0443,0.0051,0.729
Bangladesh,2011,0.0,0.0,0.003,0.0584,0.0051,0.872
Bangladesh,2012,0.0,0.0,0.004,0.0909,0.0051,0.777
Bangladesh,2013,0.0,0.0,0.004993,0.129563,0.005081,0.7283787
Bangladesh,2014,0.0,0.0,0.006015,0.166947,0.005081,0.56645346
Bangladesh,2015,0.0,0.0,0.002682,0.198389,0.005081,0.89814645
Bangladesh,2016,0.0,0.0,0.002852,0.219999,0.005081,0.8846326
Bangladesh,2017,0.0,0.0,0.002852,0.253361,0.005081,1.0295281
Bangladesh,2018,0.0,0.0,0.002852,0.275068,0.005081,0.8654111
Bangladesh,2019,0.0,0.0,0.002852,0.327543,0.005081,0.8230912
Bangladesh,2020,0.0,0.0,0.003029704,0.39008853,0.005094921,0.7006707
Bangladesh,2021,0.0,0.0,0.003021426,0.4506887,0.005081,0.6818673
Belarus,1985,0.0,0.0,0.0,0.0,0.0,0.02
Belarus,1986,0.0,0.0,0.0,0.0,0.0,0.02
Belarus,1987,0.0,0.0,0.0,0.0,0.0,0.02
Belarus,1988,0.0,0.0,0.0,0.0,0.0,0.02
Belarus,1989,0.0,0.0,0.0,0.0,0.0,0.02
Belarus,1990,0.0,0.0,0.0,0.0,0.0,0.02
Belarus,1991,0.0,0.0,0.0,0.0,0.0,0.018
Belarus,1992,0.0,0.0,0.0,0.0,0.0,0.017
Belarus,1993,0.0,0.0,0.0,0.0,0.0,0.019
Belarus,1994,0.0,0.0,0.0,0.0,0.0,0.019
Belarus,1995,0.0,0.0,0.0,0.0,0.0,0.02
Belarus,1996,0.0,0.0,0.0,0.0,0.0,0.016
Belarus,1997,0.0,0.0,0.0,0.0,0.0,0.021
Belarus,1998,0.0,0.0,0.0,0.0,0.0,0.028
Belarus,1999,0.0,0.0,0.0,0.0,0.0,0.019
Belarus,2000,0.0,0.0,0.0,0.0,0.0,0.027
Belarus,2001,0.0,0.0,0.0,0.0,0.0,0.03
Belarus,2002,0.0,0.0,0.0,0.0,0.0,0.029
Belarus,2003,0.0,0.0,0.0,0.0,0.0,0.028
Belarus,2004,0.0,0.0,0.0,0.0,0.001010101,0.033
Belarus,2005,0.0,0.0,0.0,0.0,0.001,0.036
Belarus,2006,0.0,0.0,0.002,0.0,0.001,0.035
Belarus,2007,0.0,0.0,0.014,0.0,0.001,0.035
Belarus,2008,0.0,0.0,0.033,0.0,0.001,0.039
Belarus,2009,0.0,0.0,0.06,0.0,0.001,0.045
Belarus,2010,0.0,0.0,0.084,0.0,0.001,0.045
Belarus,2011,0.0,0.0,0.095,0.0,0.004,0.042
Belarus,2012,0.0,0.0,0.095,0.0,0.006,0.072
Belarus,2013,0.0,0.0,0.082,0.0004,0.008,0.138
Belarus,2014,0.0,0.0,0.079,0.002,0.009,0.121
Belarus,2015,0.0,0.0,0.094,0.009,0.039,0.111
Belarus,2016,0.0,0.0,0.094,0.026,0.073,0.142
Belarus,2017,0.0,0.0,0.106,0.089,0.097,0.406
Belarus,2018,0.0,0.0,0.109,0.118,0.099,0.324
Belarus,2019,0.0,0.0,0.11,0.179,0.166,0.351
Belarus,2020,0.0,0.0,0.268,0.17,0.185,0.4
Belarus,2021,0.0,0.0,0.26726776,0.2850316,0.18449454,0.343
Belgium,1965,0.0,0.0,0.0,0.0,0.0,0.272
Belgium,1966,0.0,0.0,0.0,0.0,0.0,0.299
Belgium,1967,0.0,0.0,0.0,0.0,0.0,0.238
Belgium,1968,0.0,0.0,0.0,0.0,0.0,0.244
Belgium,1969,0.0,0.0,0.0,0.0,0.0,0.23
Belgium,1970,0.0,0.0,0.0,0.0,0.0,0.246
Belgium,1971,33.103,0.0,0.0,0.0,0.0,0.134
Belgium,1972,36.869,0.011,0.0,0.0,0.0,0.18
Belgium,1973,40.252,0.076,0.116,0.0,0.0,0.171
Belgium,1974,41.818,0.148,0.108,0.0,0.0,0.24
Belgium,1975,33.768,6.784,0.083,0.0,0.0,0.183
Belgium,1976,36.921,10.036,0.057,0.0,0.0,0.109
Belgium,1977,34.459,11.939,0.247,0.0,0.0,0.224
Belgium,1978,37.563,12.513,0.26,0.0,0.0,0.223
Belgium,1979,39.949,11.407,0.315,0.0,0.0,0.234
Belgium,1980,39.964,12.549,0.3,0.0,0.0,0.278
Belgium,1981,36.52,12.859,0.291,0.0,0.0,0.381
Belgium,1982,33.719,15.664,0.046,0.0,0.0,0.333
Belgium,1983,27.208,24.106,0.022,0.0,0.0,0.336
Belgium,1984,25.366,27.743,0.024,0.0,0.0,0.351
Belgium,1985,21.057,34.601,0.053,0.0,0.0,0.287
Belgium,1986,17.407,39.394,0.119,0.0,0.0,0.343
Belgium,1987,19.393,41.967,0.142,0.0,0.006,0.429
Belgium,1988,20.478,43.102,0.18,0.0,0.008,0.359
Belgium,1989,24.707,41.217,0.191,0.0,0.007,0.305
Belgium,1990,26.574,42.722,0.282,0.0,0.007,0.266
Belgium,1991,27.281,42.861,0.299,0.0,0.008,0.229
Belgium,1992,26.735,43.456,0.267,0.0,0.009,0.341
Belgium,1993,27.005,41.927,0.245,0.0,0.008,0.254
Belgium,1994,29.479,40.624,0.245,0.0,0.009,0.346
Belgium,1995,30.771,41.356,0.321,0.0,0.009,0.338
Belgium,1996,30.506,43.336,0.314,0.0,0.008,0.239
Belgium,1997,29.241,47.408,0.275,0.0,0.008,0.305
Belgium,1998,34.506,46.165,0.359,0.0,0.011,0.389
Belgium,1999,32.794,49.017,0.496,0.0,0.013,0.341
Belgium,2000,32.804,48.157,0.568,0.0,0.016,0.46
Belgium,2001,30.208,46.349,0.597,0.0,0.037,0.441
Belgium,2002,31.5,47.36,0.721,0.0,0.057,0.36
Belgium,2003,34.224,47.379,0.857,0.0,0.088,0.247
Belgium,2004,33.197,47.312,1.037,0.001,0.142,0.317
Belgium,2005,33.728,47.595,1.59,0.001,0.227,0.288
Belgium,2006,32.579,46.645,2.225,0.002,0.366,0.359
Belgium,2007,33.803,48.227,2.6,0.006,0.491,0.389
Belgium,2008,31.75,45.568,3.329,0.042,0.637,0.41
Belgium,2009,35.688,47.222,3.949,0.166,0.996,0.328
Belgium,2010,37.2026,47.944,4.330428,0.56,1.292,0.312
Belgium,2011,31.1739,48.234,4.699934,1.169,2.312,0.196
Belgium,2012,29.3714,40.295,5.202093,2.148,2.751,0.357
Belgium,2013,26.232400000000002,42.644,5.0424,2.644,3.665,0.38
Belgium,2014,23.8126,33.703,4.4253,2.8862,4.6153,0.2952
Belgium,2015,26.3402,26.103,5.5117,3.0563,5.574,0.3184
Belgium,2016,24.906299999999998,43.523,5.3754,3.0953,5.4173,0.37
Belgium,2017,25.615099999999998,42.226800000000004,5.7114,3.3078,6.5183,0.2701
Belgium,2018,26.4862,28.597,5.4186,3.9032,7.5714,0.2923
Belgium,2019,28.1154,43.5236,5.1735,4.2516,9.7502,0.302
Belgium,2020,28.774099999999997,34.4347,5.2749,5.1054,12.7636,0.2669
Belgium,2021,24.7256,50.3262,4.916279,5.608193,11.8788595,0.37435636
Belgium,2022,24.5523,43.8791,0.0,0.0,0.0,0.0
Brazil,1965,0.0,0.0,0.0,0.0,0.0,25.515
Brazil,1966,0.0,0.0,0.0,0.0,0.0,27.906
Brazil,1967,0.0,0.0,0.0,0.0,0.0,29.189
Brazil,1968,0.0,0.0,0.0,0.0,0.0,30.55
Brazil,1969,0.0,0.0,0.0,0.0,0.0,32.692
Brazil,1970,0.0,0.0,0.5146915,0.0,0.0,39.801
Brazil,1971,0.0,0.0,0.63339525,0.0,0.0,43.199
Brazil,1972,0.0,0.0,0.7165702,0.0,0.0,50.681
Brazil,1973,0.0,0.0,0.7508004,0.0,0.0,57.89
Brazil,1974,0.0,0.0,0.7851518,0.0,0.0,65.679
Brazil,1975,0.0,0.0,0.86717755,0.0,0.0,72.287
Brazil,1976,0.0,0.0,0.86433774,0.0,0.0,82.913
Brazil,1977,0.0,0.0,1.1168455,0.0,0.0,93.48
Brazil,1978,0.0,0.0,1.3319441,0.0,0.0,102.746
Brazil,1979,0.0,0.0,1.7760195,0.0,0.0,116.58
Brazil,1980,0.0,0.0,1.8055083,0.0,0.0,128.907
Brazil,1981,0.0,0.0,1.8736229,0.0,0.0,130.765
Brazil,1982,0.0,0.0,2.1784744,0.0,0.0,141.132
Brazil,1983,0.0,0.0,2.9844549,0.0,0.0,151.475
Brazil,1984,0.0,0.0,2.8516788,0.0,0.0,166.593
Brazil,1985,0.0,0.0,3.0671256,0.0,0.0,178.375
Brazil,1986,0.0,0.0,3.1939325,0.0,0.0,182.419
Brazil,1987,0.0,0.0,3.5656974,0.0,0.0,185.6
Brazil,1988,0.0,0.0,3.339784,0.0,0.0,199.093
Brazil,1989,0.0,0.0,3.4031622,0.0,0.0,204.69
Brazil,1990,10.017,2.237,3.8590624,0.0,0.0,206.708
Brazil,1991,11.154,1.442,3.9996126,0.0,0.0,217.782
Brazil,1992,11.731,1.759,4.929361,0.0,0.0,223.343
Brazil,1993,11.515,0.442,4.9839373,0.0,0.0,235.065
Brazil,1994,11.893,0.055,5.3882236,0.0,0.0,242.705
Brazil,1995,13.583,2.519,5.5937405,0.0,0.0,253.905
Brazil,1996,16.328,2.427,6.75271,0.0,0.002,265.769
Brazil,1997,18.458,3.169,7.378951,0.0,0.004,278.972
Brazil,1998,19.504,3.265,7.505233,0.0,0.005,291.469
Brazil,1999,29.005,3.977,8.376002,0.0,0.002,293.0
Brazil,2000,30.243,6.046,7.855363,0.0,0.001,304.403
Brazil,2001,36.902,14.279,8.990407,0.0,0.0349,267.876
Brazil,2002,35.049,13.836,10.226147,0.0,0.061,286.092
Brazil,2003,32.958,13.358,11.894463,0.0,0.061,305.616
Brazil,2004,41.974,11.611,12.475056,0.0,0.061,320.7969
Brazil,2005,41.232,9.855,13.5909395,0.0,0.0929,337.45667
Brazil,2006,41.132,13.754,14.845659,0.0,0.237,348.80545
Brazil,2007,38.927,12.35,18.063444,0.0,0.66278183,374.01514
Brazil,2008,58.408,13.969,19.786257,0.0,1.183,369.5564
Brazil,2009,37.753,12.957,22.875872,0.0,1.238,390.98807
Brazil,2010,63.878,14.523,31.942375,0.0,2.176558,403.28983
Brazil,2011,52.07,15.659,32.62904,0.0,2.704769,428.33292
Brazil,2012,79.983,16.038,35.76567,0.00098,5.05,415.34216
Brazil,2013,116.631,15.45,40.971848,0.004793593,6.575863,390.992
Brazil,2014,147.741,15.378,47.07918,0.016081803,12.210252,373.43906
Brazil,2015,140.384,14.734,49.88032,0.05891741,21.625702,359.7428
Brazil,2016,102.249,15.864,51.334698,0.08526059,33.488873,380.91095
Brazil,2017,109.89684799999999,15.739196,52.912106,0.8318134,42.373257,370.90646
Brazil,2018,93.382079,15.673887,54.382233,3.4614348,48.47514,388.97107
Brazil,2019,98.685625,16.128824,54.920876,6.654579,55.985622,397.87704
Brazil,2020,89.253114,14.052598,58.741848,10.748342,57.050705,396.3812
Brazil,2021,131.429591,14.704588,54.959217,16.752281,72.28597,362.81845
Brazil,2022,66.647449,14.559013,0.0,0.0,0.0,0.0
Bulgaria,1965,0.0,0.0,0.0,0.0,0.0,2.0
Bulgaria,1966,0.0,0.0,0.0,0.0,0.0,2.01
Bulgaria,1967,0.0,0.0,0.0,0.0,0.0,2.022
Bulgaria,1968,0.0,0.0,0.0,0.0,0.0,1.305
Bulgaria,1969,0.0,0.0,0.0,0.0,0.0,1.839
Bulgaria,1970,0.0,0.0,0.0,0.0,0.0,2.152
Bulgaria,1971,0.0,0.0,0.0,0.0,0.0,2.17
Bulgaria,1972,0.0,0.0,0.0,0.0,0.0,2.095
Bulgaria,1973,0.0,0.0,0.0,0.0,0.0,2.57
Bulgaria,1974,0.0,0.0,0.0,0.0,0.0,2.08
Bulgaria,1975,0.0,0.0,0.0,0.0,0.0,2.453
Bulgaria,1976,0.0,0.0,0.0,0.0,0.0,2.954
Bulgaria,1977,0.0,0.0,0.0,0.0,0.0,3.529
Bulgaria,1978,0.0,0.0,0.0,0.0,0.0,2.909
Bulgaria,1979,0.0,0.0,0.0,0.0,0.0,3.311
Bulgaria,1980,0.0,0.0,0.0,0.0,0.0,3.713
Bulgaria,1981,0.0,0.0,0.0,0.0,0.0,3.618
Bulgaria,1982,0.0,0.0,0.0,0.0,0.0,3.05
Bulgaria,1983,0.0,0.0,0.0,0.0,0.0,3.353
Bulgaria,1984,0.0,0.0,0.0,0.0,0.0,3.26
Bulgaria,1985,0.0,0.0,0.0,0.0,0.0,2.237
Bulgaria,1986,0.0,0.0,0.0,0.0,0.0,2.326
Bulgaria,1987,0.0,0.0,0.0,0.0,0.0,2.537
Bulgaria,1988,0.0,0.0,0.0,0.0,0.0,2.596
Bulgaria,1989,0.0,0.0,0.0,0.0,0.0,2.691
Bulgaria,1990,0.0,0.0,0.0,0.0,0.0,1.878
Bulgaria,1991,0.0,0.0,0.0,0.0,0.0,2.441
Bulgaria,1992,0.0,0.0,0.0,0.0,0.0,2.063
Bulgaria,1993,0.0,0.0,0.0,0.0,0.0,1.942
Bulgaria,1994,0.0,0.0,0.0,0.0,0.0,1.468
Bulgaria,1995,0.0,0.0,0.0,0.0,0.0,2.314
Bulgaria,1996,0.0,0.0,0.0,0.0,0.0,2.919
Bulgaria,1997,0.0,0.0,0.0,0.0,0.0,2.754
Bulgaria,1998,0.0,0.0,0.0,0.0,0.0,3.097
Bulgaria,1999,0.0,0.0,0.0,0.0,0.0,2.753
Bulgaria,2000,0.0,0.0,0.0,0.0,0.0,2.673
Bulgaria,2001,0.0,0.0,0.0,0.0,0.0,1.737
Bulgaria,2002,0.0,0.0,0.0,0.0,0.0,2.194
Bulgaria,2003,0.0,0.0,0.0,0.0,0.0,3.029
Bulgaria,2004,0.0,0.0,0.0,0.0,0.001,3.168
Bulgaria,2005,0.0,0.0,0.0,0.0,0.005,4.337
Bulgaria,2006,0.0,0.0,0.0,0.0,0.02,4.238
Bulgaria,2007,0.0,0.0,0.0,0.0,0.047,2.874
Bulgaria,2008,0.0,0.0,0.016,0.0,0.122,2.824
Bulgaria,2009,0.0,0.0,0.008,0.003,0.237,3.47
Bulgaria,2010,0.0,0.0,0.035,0.015,0.681,5.057
Bulgaria,2011,0.0,0.0,0.056,0.101,0.861,2.917
Bulgaria,2012,0.0,0.0,0.066,0.814,1.221,3.226
Bulgaria,2013,0.0,0.0,0.111713,1.361,1.374,4.08
Bulgaria,2014,0.0,0.0,0.200792,1.252,1.331,4.605
Bulgaria,2015,0.0,0.0,0.270185,1.383,1.452,5.661
Bulgaria,2016,0.0,0.0,0.353614,1.386,1.425,3.942
Bulgaria,2017,0.0,0.0,0.395981,1.402965,1.504064,2.828103
Bulgaria,2018,0.0,0.0,1.572966,1.342775,1.318123,5.146578
Bulgaria,2019,0.0,0.0,1.820811,1.4425,1.317,2.9658
Bulgaria,2020,0.0,0.0,1.699341,1.480856,1.477131,2.8692093
Bulgaria,2021,0.0,0.0,1.694698,1.4895724,1.4332225,4.5625234
CIS (BP),1965,0.0,0.0,0.0,0.0,0.0,81.434
CIS (BP),1966,0.0,0.0,0.0,0.0,0.0,91.823
CIS (BP),1967,0.0,0.0,0.0,0.0,0.0,88.571
CIS (BP),1968,0.0,0.0,0.0,0.0,0.0,104.04
CIS (BP),1969,0.0,0.0,0.0,0.0,0.0,115.181
CIS (BP),1970,0.0,0.0,0.0,0.0,0.0,124.377
CIS (BP),1971,0.0,0.0,0.0,0.0,0.0,126.099
CIS (BP),1972,0.0,0.0,0.0,0.0,0.0,122.899
CIS (BP),1973,0.0,0.0,0.0,0.0,0.0,122.345
CIS (BP),1974,0.0,0.0,0.0,0.0,0.0,132.03
CIS (BP),1975,0.0,0.0,0.0,0.0,0.0,125.987
CIS (BP),1976,0.0,0.0,0.0,0.0,0.0,135.735
CIS (BP),1977,0.0,0.0,0.0,0.0,0.0,147.014
CIS (BP),1978,0.0,0.0,0.0,0.0,0.0,169.701
CIS (BP),1979,0.0,0.0,0.0,0.0,0.0,172.023
CIS (BP),1980,0.0,0.0,0.0,0.0,0.0,183.938
CIS (BP),1981,0.0,0.0,0.0,0.0,0.0,186.744
CIS (BP),1982,0.0,0.0,0.0,0.0,0.0,174.677
CIS (BP),1983,0.0,0.0,0.0,0.0,0.0,180.362
CIS (BP),1984,0.0,0.0,0.0,0.0,0.0,202.988
CIS (BP),1985,0.0,0.0,0.0,0.0,0.0,194.09212
CIS (BP),1986,0.0,0.0,0.0,0.0,0.0,195.20139
CIS (BP),1987,0.0,0.0,0.0,0.0,0.0,196.97798
CIS (BP),1988,0.0,0.0,0.0,0.0,0.0,204.91965
CIS (BP),1989,0.0,0.0,0.0,0.0,0.0,199.15674
CIS (BP),1990,0.0,0.0,0.065,0.0,0.0,211.2386
CIS (BP),1991,0.0,0.0,0.065,0.0,0.0,211.4583
CIS (BP),1992,0.0,0.0,0.063,0.0,0.0,216.0005
CIS (BP),1993,0.0,0.0,0.06,0.0,0.0,222.579
CIS (BP),1994,0.0,0.0,0.061,0.0,0.0,226.33
CIS (BP),1995,0.0,0.0,0.059,0.0,0.0,220.3152
CIS (BP),1996,0.0,0.0,0.057,0.0,0.0,198.816
CIS (BP),1997,0.0,0.0,0.057,0.0,0.0,197.854
CIS (BP),1998,0.0,0.0,0.058,0.0,0.0,198.338
CIS (BP),1999,0.0,0.0,0.058,0.0,0.0,203.164
CIS (BP),2000,0.0,0.0,0.0791,0.0,0.0019,208.4302
